id,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
29,2023-03-17,18:30,Serie A,Matchweek 27,Fri,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
30,2023-04-02,15:00,Serie A,Matchweek 28,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
31,2023-04-08,14:30,Serie A,Matchweek 29,Sat,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
32,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
33,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
34,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
35,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
36,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
37,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
38,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
39,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
40,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Spezia
1,2022-08-15,18:30,Serie A,Matchweek 1,Mon,Home,L,2.0,5.0,Napoli,1.1,2.4,34.0,16967.0,Davide Faraoni,3-5-2,Michael Fabbri,Match Report,,6.0,3.0,11.5,0.0,0.0,0.0,2023,Hellas Verona
2,2022-08-21,20:45,Serie A,Matchweek 2,Sun,Away,D,1.0,1.0,Bologna,1.9,0.8,48.0,17725.0,Davide Faraoni,3-5-2,Matteo Marcenaro,Match Report,,19.0,3.0,17.2,0.0,0.0,0.0,2023,Hellas Verona
3,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Home,L,0.0,1.0,Atalanta,0.5,0.8,49.0,16106.0,Miguel Veloso,3-5-2,Alessandro Prontera,Match Report,,14.0,2.0,25.7,0.0,0.0,0.0,2023,Hellas Verona
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Away,D,1.0,1.0,Empoli,0.6,1.1,48.0,7269.0,Davide Faraoni,3-5-2,Marco Serra,Match Report,,9.0,3.0,14.6,0.0,0.0,0.0,2023,Hellas Verona
5,2022-09-04,18:00,Serie A,Matchweek 5,Sun,Home,W,2.0,1.0,Sampdoria,2.5,0.8,49.0,16675.0,Miguel Veloso,3-5-2,Paolo Valeri,Match Report,,17.0,9.0,16.3,0.0,0.0,0.0,2023,Hellas Verona
6,2022-09-11,18:00,Serie A,Matchweek 6,Sun,Away,L,0.0,2.0,Lazio,0.3,1.1,41.0,38000.0,Miguel Veloso,3-4-1-2,Massimiliano Irrati,Match Report,,7.0,1.0,19.7,0.0,0.0,0.0,2023,Hellas Verona
7,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Away,L,0.0,2.0,Fiorentina,0.6,2.4,56.0,32216.0,Darko Lazović,3-4-1-2,Antonio Rapuano,Match Report,,8.0,1.0,17.7,0.0,0.0,0.0,2023,Hellas Verona
8,2022-10-03,20:45,Serie A,Matchweek 8,Mon,Home,L,1.0,2.0,Udinese,0.3,1.8,32.0,15352.0,Miguel Veloso,3-4-1-2,Daniele Minelli,Match Report,,7.0,2.0,19.2,0.0,0.0,0.0,2023,Hellas Verona
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Away,L,1.0,2.0,Salernitana,0.9,1.1,60.0,15922.0,Miguel Veloso,3-4-3,Davide Ghersini,Match Report,,12.0,2.0,21.7,0.0,0.0,0.0,2023,Hellas Verona
10,2022-10-16,20:45,Serie A,Matchweek 10,Sun,Home,L,1.0,2.0,Milan,2.1,1.9,46.0,22904.0,Miguel Veloso,3-4-3,Davide Massa,Match Report,,19.0,4.0,14.8,0.0,0.0,0.0,2023,Hellas Verona
11,2022-10-24,20:45,Serie A,Matchweek 11,Mon,Away,L,1.0,2.0,Sassuolo,1.4,1.5,49.0,11368.0,Miguel Veloso,3-4-1-2,Alberto Santoro,Match Report,,13.0,5.0,16.0,1.0,0.0,0.0,2023,Hellas Verona
12,2022-10-31,18:30,Serie A,Matchweek 12,Mon,Home,L,1.0,3.0,Roma,0.3,3.1,33.0,24000.0,Miguel Veloso,3-4-3,Juan Sacchi,Match Report,,7.0,3.0,24.1,0.0,0.0,0.0,2023,Hellas Verona
13,2022-11-06,15:00,Serie A,Matchweek 13,Sun,Away,L,0.0,2.0,Monza,0.4,1.3,26.0,11723.0,Miguel Veloso,3-4-3,Francesco Cosso,Match Report,,7.0,2.0,24.7,1.0,0.0,0.0,2023,Hellas Verona
14,2022-11-10,18:30,Serie A,Matchweek 14,Thu,Home,L,0.0,1.0,Juventus,1.2,1.1,43.0,21934.0,Paweł Dawidowicz,3-4-3,Marco Di Bello,Match Report,,15.0,2.0,21.4,1.0,0.0,0.0,2023,Hellas Verona
15,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Home,L,1.0,2.0,Spezia,2.1,0.8,45.0,18000.0,Miguel Veloso,3-4-3,Fabio Maresca,Match Report,,18.0,5.0,16.2,1.0,0.0,0.0,2023,Hellas Verona
16,2023-01-04,14:30,Serie A,Matchweek 16,Wed,Away,D,1.0,1.0,Torino,0.9,0.4,33.0,15000.0,Darko Lazović,3-4-3,Federico Dionisi,Match Report,,10.0,2.0,15.7,0.0,0.0,0.0,2023,Hellas Verona
17,2023-01-09,18:30,Serie A,Matchweek 17,Mon,Home,W,2.0,0.0,Cremonese,1.5,0.8,47.0,3804.0,Darko Lazović,3-4-3,Maurizio Mariani,Match Report,,9.0,4.0,15.7,1.0,0.0,0.0,2023,Hellas Verona
18,2023-01-14,20:45,Serie A,Matchweek 18,Sat,Away,L,0.0,1.0,Inter,0.3,0.7,43.0,70734.0,Darko Lazović,3-4-3,Michael Fabbri,Match Report,,6.0,1.0,19.3,0.0,0.0,0.0,2023,Hellas Verona
19,2023-01-21,15:00,Serie A,Matchweek 19,Sat,Home,W,2.0,0.0,Lecce,0.5,0.8,42.0,,Darko Lazović,3-4-3,Federico La Penna,Match Report,,11.0,4.0,24.3,0.0,0.0,0.0,2023,Hellas Verona
20,2023-01-30,20:45,Serie A,Matchweek 20,Mon,Away,D,1.0,1.0,Udinese,0.8,1.8,45.0,,Darko Lazović,3-4-3,Luca Pairetto,Match Report,,10.0,2.0,19.1,0.0,0.0,0.0,2023,Hellas Verona
21,2023-02-06,18:30,Serie A,Matchweek 21,Mon,Home,D,1.0,1.0,Lazio,1.3,0.8,37.0,,Darko Lazović,3-4-1-2,Giovanni Ayroldi,Match Report,,15.0,4.0,16.9,0.0,0.0,0.0,2023,Hellas Verona
22,2023-02-13,18:30,Serie A,Matchweek 22,Mon,Home,W,1.0,0.0,Salernitana,1.1,0.9,37.0,,Darko Lazović,3-4-3,Paolo Valeri,Match Report,,14.0,4.0,21.4,0.0,0.0,0.0,2023,Hellas Verona
23,2023-02-19,20:45,Serie A,Matchweek 23,Sun,Away,L,0.0,1.0,Roma,0.4,0.8,53.0,,Darko Lazović,3-4-3,Simone Sozza,Match Report,,7.0,1.0,17.6,0.0,0.0,0.0,2023,Hellas Verona
24,2023-02-27,18:30,Serie A,Matchweek 24,Mon,Home,L,0.0,3.0,Fiorentina,1.2,1.4,47.0,,Davide Faraoni,3-4-1-2,Federico La Penna,Match Report,,12.0,3.0,16.3,0.0,0.0,0.0,2023,Hellas Verona
25,2023-03-05,12:30,Serie A,Matchweek 25,Sun,Away,D,0.0,0.0,Spezia,1.1,1.2,32.0,,Davide Faraoni,3-4-1-2,Daniele Doveri,Match Report,,11.0,3.0,14.9,0.0,0.0,0.0,2023,Hellas Verona
26,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Home,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
27,2023-03-19,12:30,Serie A,Matchweek 27,Sun,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
28,2023-04-01,20:45,Serie A,Matchweek 28,Sat,Away,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
29,2023-04-08,20:45,Serie A,Matchweek 29,Sat,Home,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
30,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
31,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
32,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
33,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
34,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
35,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
36,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
37,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
38,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Hellas Verona
1,2022-08-14,18:30,Serie A,Matchweek 1,Sun,Away,L,2,3,Fiorentina,1.3,2.0,26.0,34461.0,Matteo Bianchetti,3-4-1-2,Juan Sacchi,Match Report,,13.0,4.0,17.3,2.0,0.0,0.0,2023,Cremonese
2,2022-08-22,18:30,Serie A,Matchweek 2,Mon,Away,L,0,1,Roma,0.7,2.7,51.0,60859.0,Vlad Chiricheș,3-4-1-2,Luca Massimi,Match Report,,14.0,3.0,24.8,1.0,0.0,0.0,2023,Cremonese
3,2022-08-27,18:30,Serie A,Matchweek 3,Sat,Home,L,1,2,Torino,0.8,1.7,53.0,11572.0,Matteo Bianchetti,3-4-1-2,Paolo Valeri,Match Report,,16.0,6.0,17.0,1.0,0.0,0.0,2023,Cremonese
4,2022-08-30,20:45,Serie A,Matchweek 4,Tue,Away,L,1,3,Inter,1.2,2.2,47.0,70750.0,Matteo Bianchetti,3-4-1-2,Francesco Fourneau,Match Report,,11.0,4.0,15.4,0.0,0.0,0.0,2023,Cremonese
5,2022-09-04,12:30,Serie A,Matchweek 5,Sun,Home,D,0,0,Sassuolo,0.4,1.5,46.0,9105.0,Vlad Chiricheș,3-4-1-2,Luca Pairetto,Match Report,,10.0,0.0,20.6,1.0,0.0,0.0,2023,Cremonese
6,2022-09-11,12:30,Serie A,Matchweek 6,Sun,Away,D,1,1,Atalanta,0.6,0.7,42.0,18252.0,Vlad Chiricheș,3-4-3,Andrea Colombo,Match Report,,7.0,4.0,18.2,0.0,0.0,0.0,2023,Cremonese
7,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Home,L,0,4,Lazio,1.3,3.1,45.0,12991.0,Vlad Chiricheș,3-4-1-2,Daniele Orsato,Match Report,,18.0,3.0,18.2,0.0,0.0,0.0,2023,Cremonese
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Away,D,1,1,Lecce,1.6,1.0,46.0,23377.0,Daniel Ciofani,4-2-3-1,Livio Marinelli,Match Report,,12.0,3.0,17.6,0.0,1.0,1.0,2023,Cremonese
9,2022-10-09,18:00,Serie A,Matchweek 9,Sun,Home,L,1,4,Napoli,0.8,4.1,31.0,14238.0,Matteo Bianchetti,4-2-3-1,Rosario Abisso,Match Report,,12.0,1.0,20.3,0.0,0.0,0.0,2023,Cremonese
10,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Away,D,2,2,Spezia,2.1,1.5,46.0,8400.0,Matteo Bianchetti,4-2-3-1,Gianluca Manganiello,Match Report,,24.0,4.0,18.1,1.0,0.0,0.0,2023,Cremonese
12,2022-10-24,18:30,Serie A,Matchweek 11,Mon,Home,L,0,1,Sampdoria,2.0,1.3,52.0,13021.0,Matteo Bianchetti,3-5-2,Fabio Maresca,Match Report,,20.0,3.0,20.0,2.0,0.0,1.0,2023,Cremonese
13,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Home,D,0,0,Udinese,0.7,1.0,42.0,12810.0,Matteo Bianchetti,3-4-1-2,Massimiliano Irrati,Match Report,,13.0,2.0,16.7,1.0,0.0,0.0,2023,Cremonese
14,2022-11-05,15:00,Serie A,Matchweek 13,Sat,Away,D,2,2,Salernitana,1.7,1.3,49.0,16780.0,Cristian Buonaiuto,3-4-1-2,Matteo Marchetti,Match Report,,11.0,4.0,17.9,0.0,0.0,1.0,2023,Cremonese
15,2022-11-08,20:45,Serie A,Matchweek 14,Tue,Home,D,0,0,Milan,0.3,1.0,29.0,14610.0,Daniel Ciofani,3-5-2,Antonio Rapuano,Match Report,,6.0,1.0,20.9,0.0,0.0,0.0,2023,Cremonese
16,2022-11-11,20:45,Serie A,Matchweek 15,Fri,Away,L,0,2,Empoli,1.3,2.2,51.0,8077.0,Cristian Buonaiuto,3-5-2,Federico Dionisi,Match Report,,20.0,5.0,14.1,0.0,0.0,0.0,2023,Cremonese
17,2023-01-04,18:30,Serie A,Matchweek 16,Wed,Home,L,0,1,Juventus,0.9,1.6,45.0,14896.0,Matteo Bianchetti,3-4-1-2,Giovanni Ayroldi,Match Report,,13.0,3.0,18.4,1.0,0.0,0.0,2023,Cremonese
18,2023-01-09,18:30,Serie A,Matchweek 17,Mon,Away,L,0,2,Hellas Verona,0.8,1.5,53.0,3804.0,Matteo Bianchetti,4-2-3-1,Maurizio Mariani,Match Report,,14.0,5.0,21.3,0.0,0.0,0.0,2023,Cremonese
19,2023-01-14,15:00,Serie A,Matchweek 18,Sat,Home,L,2,3,Monza,0.7,2.2,50.0,11519.0,Matteo Bianchetti,3-4-3,Davide Massa,Match Report,,11.0,7.0,17.0,0.0,0.0,0.0,2023,Cremonese
21,2023-01-23,18:30,Serie A,Matchweek 19,Mon,Away,D,1,1,Bologna,1.7,1.1,32.0,,Daniel Ciofani,3-5-2,Matteo Marchetti,Match Report,,8.0,1.0,18.0,0.0,1.0,1.0,2023,Cremonese
22,2023-01-28,18:00,Serie A,Matchweek 20,Sat,Home,L,1,2,Inter,1.0,2.3,35.0,,Daniel Ciofani,3-5-2,Maurizio Mariani,Match Report,,12.0,3.0,17.1,0.0,0.0,0.0,2023,Cremonese
24,2023-02-04,15:00,Serie A,Matchweek 21,Sat,Home,L,0,2,Lecce,0.6,1.5,58.0,,Daniel Ciofani,3-5-2,Daniele Orsato,Match Report,,12.0,3.0,20.4,0.0,0.0,0.0,2023,Cremonese
25,2023-02-12,20:45,Serie A,Matchweek 22,Sun,Away,L,0,3,Napoli,0.2,1.8,34.0,,Vlad Chiricheș,3-5-2,Luca Massimi,Match Report,,6.0,1.0,25.3,0.0,0.0,0.0,2023,Cremonese
26,2023-02-20,20:45,Serie A,Matchweek 23,Mon,Away,D,2,2,Torino,0.7,2.3,38.0,,Matteo Bianchetti,3-5-2,Giacomo Camplone,Match Report,,11.0,2.0,20.8,0.0,0.0,0.0,2023,Cremonese
27,2023-02-28,18:30,Serie A,Matchweek 24,Tue,Home,W,2,1,Roma,1.0,1.2,34.0,,Matteo Bianchetti,3-4-3,Marco Piccinini,Match Report,,5.0,1.0,24.0,0.0,1.0,1.0,2023,Cremonese
28,2023-03-06,18:30,Serie A,Matchweek 25,Mon,Away,L,2,3,Sassuolo,1.1,1.0,46.0,,Matteo Bianchetti,3-4-3,Francesco Fourneau,Match Report,,13.0,5.0,13.9,0.0,0.0,0.0,2023,Cremonese
29,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
30,2023-03-18,15:00,Serie A,Matchweek 27,Sat,Away,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
31,2023-04-01,15:00,Serie A,Matchweek 28,Sat,Home,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
33,2023-04-08,16:30,Serie A,Matchweek 29,Sat,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
34,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
35,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
37,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
38,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
39,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
40,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
41,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
42,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
43,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Cremonese
1,2022-08-13,18:30,Serie A,Matchweek 1,Sat,Home,L,0,2,Atalanta,1.0,2.2,55.0,20047.0,Bartosz Bereszyński,4-1-4-1,Federico Dionisi,Match Report,,11.0,1.0,20.7,2.0,0.0,0.0,2023,Sampdoria
2,2022-08-22,20:45,Serie A,Matchweek 2,Mon,Home,D,0,0,Juventus,0.9,0.8,48.0,27573.0,Bartosz Bereszyński,4-1-4-1,Rosario Abisso,Match Report,,10.0,1.0,20.2,2.0,0.0,0.0,2023,Sampdoria
3,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Away,L,0,4,Salernitana,1.8,1.7,55.0,19116.0,Omar Colley,4-1-4-1,Davide Massa,Match Report,,17.0,6.0,12.8,0.0,0.0,0.0,2023,Sampdoria
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,D,1,1,Lazio,0.8,1.5,44.0,18499.0,Fabio Quagliarella,4-1-4-1,Gianluca Aureliano,Match Report,,10.0,3.0,18.9,0.0,0.0,0.0,2023,Sampdoria
5,2022-09-04,18:00,Serie A,Matchweek 5,Sun,Away,L,1,2,Hellas Verona,0.8,2.5,51.0,16675.0,Fabio Quagliarella,4-3-1-2,Paolo Valeri,Match Report,,11.0,3.0,16.8,0.0,0.0,0.0,2023,Sampdoria
6,2022-09-10,20:45,Serie A,Matchweek 6,Sat,Home,L,1,2,Milan,0.7,1.7,57.0,23049.0,Bartosz Bereszyński,4-1-4-1,Michael Fabbri,Match Report,,10.0,4.0,14.3,0.0,0.0,0.0,2023,Sampdoria
7,2022-09-17,18:00,Serie A,Matchweek 7,Sat,Away,L,1,2,Spezia,0.9,0.7,48.0,10000.0,Bartosz Bereszyński,4-1-4-1,Simone Sozza,Match Report,,11.0,8.0,22.0,1.0,0.0,0.0,2023,Sampdoria
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Home,L,0,3,Monza,0.1,1.4,50.0,19806.0,Bartosz Bereszyński,4-1-4-1,Giovanni Ayroldi,Match Report,,3.0,1.0,26.3,0.0,0.0,0.0,2023,Sampdoria
9,2022-10-08,20:45,Serie A,Matchweek 9,Sat,Away,D,1,1,Bologna,0.6,0.8,49.0,20871.0,Bartosz Bereszyński,4-1-4-1,Marco Piccinini,Match Report,,9.0,3.0,20.0,0.0,0.0,0.0,2023,Sampdoria
10,2022-10-17,18:30,Serie A,Matchweek 10,Mon,Home,L,0,1,Roma,0.2,1.8,59.0,20803.0,Bartosz Bereszyński,4-4-2,Marco Di Bello,Match Report,,8.0,1.0,23.6,1.0,0.0,0.0,2023,Sampdoria
12,2022-10-24,18:30,Serie A,Matchweek 11,Mon,Away,W,1,0,Cremonese,1.3,2.0,48.0,13021.0,Bartosz Bereszyński,4-2-3-1,Fabio Maresca,Match Report,,8.0,4.0,19.2,2.0,0.0,0.0,2023,Sampdoria
13,2022-10-29,20:45,Serie A,Matchweek 12,Sat,Away,L,0,3,Inter,0.5,2.0,49.0,73311.0,Bartosz Bereszyński,4-4-1-1,Luca Massimi,Match Report,,9.0,2.0,19.2,0.0,0.0,0.0,2023,Sampdoria
14,2022-11-06,15:00,Serie A,Matchweek 13,Sun,Home,L,0,2,Fiorentina,0.8,0.9,49.0,19226.0,Bartosz Bereszyński,5-3-2,Livio Marinelli,Match Report,,14.0,2.0,19.1,0.0,0.0,0.0,2023,Sampdoria
15,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Away,L,0,2,Torino,0.5,0.5,49.0,15593.0,Bartosz Bereszyński,3-5-2,Davide Massa,Match Report,,11.0,1.0,20.5,0.0,0.0,0.0,2023,Sampdoria
16,2022-11-12,18:00,Serie A,Matchweek 15,Sat,Home,L,0,2,Lecce,0.7,0.6,57.0,20211.0,Bartosz Bereszyński,3-4-1-2,Daniele Doveri,Match Report,,11.0,2.0,18.8,0.0,0.0,0.0,2023,Sampdoria
17,2023-01-04,12:30,Serie A,Matchweek 16,Wed,Away,W,2,1,Sassuolo,1.3,1.8,33.0,8000.0,Emil Audero,3-4-1-2,Fabio Maresca,Match Report,,9.0,4.0,13.5,0.0,0.0,0.0,2023,Sampdoria
18,2023-01-08,18:00,Serie A,Matchweek 17,Sun,Home,L,0,2,Napoli,0.6,3.2,34.0,24490.0,Emil Audero,3-4-1-2,Rosario Abisso,Match Report,,9.0,2.0,20.5,0.0,0.0,0.0,2023,Sampdoria
20,2023-01-16,20:45,Serie A,Matchweek 18,Mon,Away,L,0,1,Empoli,0.9,1.4,50.0,10364.0,Emil Audero,3-4-1-2,Alberto Santoro,Match Report,,16.0,7.0,21.7,0.0,0.0,0.0,2023,Sampdoria
21,2023-01-22,12:30,Serie A,Matchweek 19,Sun,Home,L,0,1,Udinese,1.3,1.3,54.0,,Emil Audero,3-4-1-2,Maurizio Mariani,Match Report,,9.0,1.0,15.3,0.0,0.0,0.0,2023,Sampdoria
22,2023-01-28,20:45,Serie A,Matchweek 20,Sat,Away,L,0,2,Atalanta,0.8,1.8,39.0,,Emil Audero,3-4-3,Daniele Doveri,Match Report,,15.0,5.0,18.8,0.0,0.0,0.0,2023,Sampdoria
23,2023-02-06,20:45,Serie A,Matchweek 21,Mon,Away,D,2,2,Monza,1.2,2.1,28.0,,Emil Audero,3-4-3,Daniele Chiffi,Match Report,,11.0,6.0,15.2,0.0,0.0,0.0,2023,Sampdoria
24,2023-02-13,20:45,Serie A,Matchweek 22,Mon,Home,D,0,0,Inter,0.5,1.8,35.0,,Emil Audero,3-4-1-2,Fabio Maresca,Match Report,,7.0,2.0,15.9,0.0,0.0,0.0,2023,Sampdoria
25,2023-02-18,15:00,Serie A,Matchweek 23,Sat,Home,L,1,2,Bologna,2.3,0.9,41.0,,Emil Audero,3-4-1-2,Massimiliano Irrati,Match Report,,7.0,2.0,24.1,2.0,1.0,2.0,2023,Sampdoria
26,2023-02-27,20:45,Serie A,Matchweek 24,Mon,Away,L,0,1,Lazio,0.4,1.5,43.0,,Emil Audero,3-4-1-2,Andrea Colombo,Match Report,,8.0,2.0,18.1,0.0,0.0,0.0,2023,Sampdoria
27,2023-03-05,15:00,Serie A,Matchweek 25,Sun,Home,D,0,0,Salernitana,0.5,0.9,56.0,,Emil Audero,3-4-3,Davide Massa,Match Report,,9.0,3.0,16.9,0.0,0.0,0.0,2023,Sampdoria
28,2023-03-12,20:45,Serie A,Matchweek 26,Sun,Away,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
29,2023-03-19,12:30,Serie A,Matchweek 27,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
30,2023-04-02,18:00,Serie A,Matchweek 28,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
31,2023-04-08,16:30,Serie A,Matchweek 29,Sat,Home,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
32,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
33,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
34,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
35,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
36,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
37,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
38,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
39,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
40,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Sampdoria
